index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
10,"Aber die einst in seine Seele gefallenen Gestalten und Bilder arbeiten unaufhörlich an seiner Führung, oft muss er sich gegen ihre Herrschaft wehren, tausendfach folgt er fröhlich ihrem sanften Zug.",4,1,0,Metaphernkandidat,"['in seine Seele gefallen', 'in Seele gefallen', 'in sein Seele gefallen, ihre Herrschaft', 'gefallen sind;ihrem leisen Zuge', nan]","['die Gestalten und Bilder', 'Gestalten und Bilder', 'Gestalten und Bider', 'die Gestalten und Bilder', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge."
11,"Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu vom Weizen trennt.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu von dem Weizen sondert."
12,"Aber die Sache ist anders; denn die Kosten der großzügigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums sind von nachfolgenden Generationen zu tragen, die nicht in diese gegenseitige Versicherung einbezogen sind.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind."
13,"Aber dürfen wir vergessen, wie es in Europa war, nicht nur vor ein paar Jahrhunderten, sondern vor kaum einem Jahrhundert, was für Elendshöhlen nicht nur die Verbrechergefängnisse, sondern auch die Schuldnergefängnisse und die Krankenhäuser waren, was die Folter in ihren schlimmsten Formen war legale (in China nur faktische und strafbare) Anwendung, und dass die von europäischen Richtern verhängten Todesstrafen alles, was die Chinesen jemals erfunden haben, an Entsetzlichkeit übertreffen? Todesstrafe für Grausamkeit überholte alles, was die Chinesen jemals erfunden haben?",1,3,0,Metaphernkandidat,"['Höhlen des Elens', nan, nan, nan]","['die Gefängnisse', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?"
14,"Aber nicht nur hinsichtlich des Weges gehen die Ansichten auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, dass sie sich gegenseitig ausschließen, noch mehr jedoch hinsichtlich der letzten Ideale, so sehr, dass es unsere Taktik geworden ist Sozialdemokratie, dieses unübersichtliche Terrain so weit wie möglich zu vermeiden. Aber den Einsichtigeren unter ihnen sollte klar sein, dass die Gleichheit von Einkommen, Ansehen und Macht unbestreitbare Verzerrungen des Gleichheitsideals sind, das nur die Beseitigung antisozialer Vorteile erfordert, d.h. h. solche, die weder in angeborenen Talenten noch in persönlich erworbenen Vorteilen (erworben in einem für alle offenen Wettbewerb unter gleichen äußeren Bedingungen) bestehen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen."
15,"Aber die Zeit ist noch nicht gekommen, um zu fordern, dass nationale Schranken ganz niedergerissen werden. Die Nationen sind immer noch Realitäten, und die Vielfalt ihrer Bedürfnisse und ihres Gerechtigkeitssinns sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist ebenfalls eine Realität.",1,3,0,,"[nan, 'Schranken eingerissen', nan, nan]","[nan, 'nationalstaatlichen', nan, nan]","['B', 'A', 'P', 'K']"," Aber noch ist die Zeit nicht gekommen, zu verlangen, daß nunmehr die nationalstaatlichen Schranken überhaupt eingerissen werden müßten. Die Nationen sind noch Realitäten, und die Verschiedenheit ihrer Bedürfnisse und ihres Rechtsgefühls, sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist auch eine Realität."
16,"Aber unsere Kurzsichtigkeit erlaubt uns nur, die Richtung zu erkennen, die die Entwicklungsgeschichte in dem Zeitraum genommen hat, den wir vernünftigerweise vorhersehen können und aufgrund dieser Orientierung auch in der Lage sind - unter der eigentlich nicht ganz selbstverständlichen Annahme, dass diese Richtung weitergehen wird - höchstens um die nächsten Ziele zu sehen, soweit sie noch in unserem geistigen Blickfeld und in dem durch unsere organische Sichtweise bestimmten Horizont sind.",1,3,0,Metaphernkandidat,"['Sehweite', nan, nan, nan]","['geistigen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen."
17,Aber zu Heraklits Zeiten wurde die Saat dieser Erkenntnis vergebens gesät. Wissen verbreitet sich vergebens.,4,0,0,Metapher,"['der vergeblich ausgestreute Same', 'Same ... ausgestreut', 'Same', nan]","['zu dieser Erkenntnis', 'zu dieser Erkenntnis', 'zu dieser Erkenntnis', nan]","['B', 'K', 'A', 'GoldStandard']", Aber zu Heraklits Zeit wurde der Same zu dieser Erkenntnis vergeblich ausgestreut. kenntnis vergeblich ausgestreut.
18,"Aber zwischen dem Punkt, an dem uns das Mikroskop bei der Verfolgung des Befruchtungsvorgangs im Stich lässt - und es lässt uns sehr bald im Stich, da es uns nur einen Hinweis auf den äußeren Vorgang der Kopulation zweier Keimzellen geben kann - und dem Punkt, an dem die Eigenschaften der Eltern im neuen Individuum auftauchen und uns die Wirkung der Vererbung zeigen, klafft eine große Lücke, die in den letzten Jahrzehnten versucht wurde, mit Annahmen über Annahmen, Theorien über Theorien zu füllen.",2,3,0,Metaphernkandidat,"[nan, 'klafft', nan, 'klafft eine weite Lücke ', nan]","[nan, 'eine weite Lücke', nan, 'Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber zwischen dem Punkte, wo uns das Mikroskop bei der Verfolgung des Befruchtungsvorganges im Stiche läßt — und es läßt uns, da es uns nur über den äußeren Vorgang der Kopulation zweier Keimzellen Ausschluß zu geben vermag, sehr bald im Stich — und dem Punkte, wo die Eigenschaften der Eltern am neuen Individuum hervortreten und uns die Wirkung der Vererbung zeigen, klafft eine weite Lücke, die im Laufe der letzten Jahrzehnte mit Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist."
19,"Alle anderen Forderungen an den Staat sind dieser nachgeordnet; bevor sie erfüllt ist, ist jeder andere verfrüht, denn um sie zu erfüllen, muss er selbst erst da sein, und er ist erst da, wenn er die Machtfrage im obigen Sinne gelöst hat. Ohnmacht, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es keine Absolution gibt, die die Gesellschaft weder verzeiht noch erträgt, es ist ein Widerspruch in sich: Staatsgewalt ohne Gewalt!",2,3,0,Metaphernkandidat,"[nan, nan, 'Todsünde', 'Ohnmacht', nan]","[nan, nan, 'des Staates', 'der Staatsgewalt', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle anderen Anforderungen an den Staat treten gegen diese eine zurück; bevor sie nicht erfüllt ist, sind alle anderen verfrüht, denn um sie zu erfüllen, muß er selber erst da sein, und da ist er erst, wenn er die Machtfrage im obigen Sinne gelöst hat. Machtlosigkeit, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es für ihn keine Absolution gibt, diejenige, welche die Gesellschaft weder verzeiht noch erträgt, es ist ein Widenspruch in sich selbst: eine Staatsgewalt ohne Gewalt!"
20,"Alle anderen benötigen in einem solchen Fall eine externe Autorität, die dem desaströsen Ablauf im Wege steht.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. "
21,"Alle diese Phänomene, bei denen Pseudo-Verwandtschaftsbeziehungen als Fälle echter physiologischer Verwandtschaft behandelt werden, als Fälle echter physiologischer Verwandtschaft, sind ein klassisches Beispiel dafür, wie ein Brauch oft über seinen ursprünglichen Bereich hinausreicht und auch Beziehungen hineinzieht , die über den Bereich des Reiches hinausreicht und auch Bedingungen in ihren Kreis zieht, die nur durch grobe Analogien mit ihrem ursprünglichen Anwendungsbereich in Verbindung gebracht werden können.",2,3,0,Metaphernkandidat,"['über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, 'über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, nan]","['eine Sitte', nan, 'Sitte', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle diese Erscheinungen, in denen pseudoverwandtschaftliche Verhältnisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, nisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie eine Sitte oft über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die liches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die mit ihrem ursprünglichen Geltungsgebiete nur durch grobe Analogieen in Zusammenhang zu bringen sind."
22,"Alle diese Tatsachen beweisen, dass es nicht um innere Gestaltungsgesetze geht, sondern um äußere Lebensbedingungen
hielt den Pinsel.",2,2,0,Metaphernkandidat,"[nan, 'den Pinsel geführt haben', 'den Pinsel geführt haben', nan]","[nan, 'äußere Lebensbedingungen', 'äußeren Lebensbedingungen', nan]","['B', 'K', 'A', 'GoldStandard']"," Alle diese Tatsachen beweisen, daß nicht innere Bildungsgesetze, sondern äußere Lebensbedingungen 
den Pinsel geführt haben."
23,"Alles Lernen besteht aus Anpassungsprozessen, die dadurch initiiert werden, dass neue Empfindungen, Wahrnehmungen, Ideen geleitet werden, dass neue Empfindungen, Wahrnehmungen, Ideen oder Konzepte in unseren logischen, ethischen usw. Stocks-Ansatz1) eingebracht werden.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles Lernen besteht in Anpassungsvorgängen, welche dadurch eingeleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen geleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen oder Begriffe an unsere logischen, ethischen u. a. Bestände herantreten1)."
24,"Bei ihnen stand alles auf einer Fläche, alles war zu einem Gewebe verwoben, das Gute und das Heilige nur eine Hülle in einem breiten irdischen Stück Papier.",4,1,0,Metapher,"['in ein Gewebe verwoben', 'irdischen Zettel', nan, 'einen breiten irdischen Zettel', nan]","['alles', 'das Gute und Heilige', nan, 'nur ein Einschlag in', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel."
25,"Als Studenten der Hegelschen Philosophie hatten sie einen viel größeren Respekt vor der Realität, vor dem Geschichtlich gewordenen, als ihre sozialistischen Vorgänger, die vom Rationalismus der Aufklärungszeit durchdrungen waren.",3,2,0,Metaphernkandidat,"['durchtränkten', 'durchtränkten', 'durchtränkt', nan, nan]","['vom Rationalismus der Aufklärungsperiode', 'sozialistischen Vorgänger', 'vom Rationalismus der Aufklärungsperiode', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Als Schüler der Hegelschen Philosophie hatten sie vor der Wirklichkeit, vor dem historisch Gewordenen, einen viel höheren Respekt als ihre vom Rationalismus der Aufklärungsperiode durchtränkten sozialistischen Vorgänger."
26,"Als vierten Antrieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen dazu treibt, den Ursachen von Phänomenen auf den Grund zu gehen und in die Werkstätten der Natur einzudringen.",5,0,0,Metapher,"['Werkstatt', 'Werkstatt', 'der Natur', 'Werkstatt', 'Werkstatt']","['der Natur', 'Der Natur', 'in die Werkstatt eindringen', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen."
27,"Also zwei grobe Verzerrungen der Tradition, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Ausweg der päpstlichen Autorität, und diese Autorität ist der letzte Ausweg des Naturrechts und der universellen Menschenrechte. Anker des Naturrechts und der allgemeinen Menschenrechte.",1,4,0,Metaphernkandidat,"[nan, 'letzte Rettungsanker', nan, nan, nan]","[nan, 'des Naturrechts und der allgemeinen Menschenrechte', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs- lagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungsanker des Naturrechts und der allgemeinen Menschenrechte. anker des Naturrechts und der allgemeinen Menschenrechte."
28,"Angriffe auf den Staat sind schließlich auch von denen erfolgt, die das im modernen Staat kulminierende gesellschaftliche Leben für ein menschenverderbendes Kunstprodukt halten und im Gegensatz dazu bekanntlich eine Rückkehr zur Natur fordern , hatte in Rousseau seinen brillantesten Vertreter.",1,3,0,,"[nan, 'gipfelnde', nan, nan]","[nan, 'Gesellschaftsleben', nan, nan]","['B', 'A', 'P', 'K']"," Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern — ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte."
29,In diesem Sinne nannte Treitschke die Unterschicht auch den Jungbrunnen der Gesellschaft.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.
30,"Auch für sie gilt, dass ihre Nachkommen dem Staat Belastungen auferlegen, die durch Gegenleistung gar nicht oder nicht ausreichend kompensiert werden, da Nachzahlungen gar nicht oder nicht ausreichend kompensiert werden, da die Nachkommen entweder jung versterben und in Sie sterben entweder in jungen Jahren und nehmen für die Kosten ihrer Ernährung und Bildung ein Stück unfruchtbar angelegtes Volksvermögen mit ins Grab, oder sie tun es aufgrund ihrer Krankheit meist auch im hohen Alter dem Staat weder wirtschaftlich noch anderweitig (durch Wehrdienst oder Erzeugung gesunder Nachkommen) zugute kommen.",3,2,0,Metaphernkandidat,"[nan, 'unfruchtbar angelegtes', 'unfruchtbar', 'unfruchtbar angelegtes Nationalvermögen', nan]","[nan, 'Nationalvermögen', 'ein Stück angelegtes Nationalvermögen', 'ein Stück', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nach- leistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer kommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst (durch Militärdienst oder Erzeugung gesunder Nachkommen) von Nutzen sind."
31,"Auch der Gesetzgeber, der neue Wege gehen will, muss originell sein, d. h. klugerweise unhistorisch sein.“",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein."""
32,"Auch er ist ein Kenner des Römischen Reiches, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der allbändigen Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung des Christen Kirchen. allmähliche Verholzung oder Versteinerung der christlichen Kirchen.",5,0,0,Metapher,"['Verholzung oder Versteinerung', 'Verholzung oder Versteinerung', 'Verholzung, Versteinerung', 'Verholzung oder Versteinerung', nan]","['der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirche', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all- bändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen. mählichen Verholzung oder Versteinerung der christlichen Kirchen."
33,"Auch ein ausgezeichneter Mut, der zweifellos zu einem großen Teil von angeborenen psychischen Qualitäten abhängt, wird den Mitkämpfern eher zugute kommen als denen, die angesichts der Wirkung moderner Schusswaffen besonders mutig darin sind, sich feindlichen Kugeln auszusetzen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. "
