index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
10,"But the shapes and images that have once fallen into his soul work incessantly to guide him, he often has to defend himself against their rule, in a thousand cases he happily follows their gentle train.",4,1,0,Metaphernkandidat,"['in seine Seele gefallen', 'in Seele gefallen', 'in sein Seele gefallen, ihre Herrschaft', 'gefallen sind;ihrem leisen Zuge', nan]","['die Gestalten und Bilder', 'Gestalten und Bilder', 'Gestalten und Bider', 'die Gestalten und Bilder', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge."
11,But the centuries are like a great sieve that separates the wheat from the chaff.,0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu von dem Weizen sondert."
12,"But the matter is different; for the cost of the generous consideration of the present living individual's interests are to be borne by succeeding generations, who are not included in this mutual insurance.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind."
13,"But may we forget what it was like in Europe, not a few centuries ago, but barely a century ago, what caves of misery were not only the prisons for criminals but also the debtor's prisons and the hospitals, that torture in its worst forms was legal (in China only factual and punishable) application, and that the death penalties imposed by European judges surpassed in horrificity anything the Chinese ever invented? death penalty attached to cruelty outdated everything the Chinese ever invented?",1,3,0,Metaphernkandidat,"['Höhlen des Elens', nan, nan, nan]","['die Gefängnisse', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?"
14,"But the views differ not only with regard to the way, but even more with regard to the ultimate ideals, so much that they are mutually exclusive, but even more with regard to the ultimate ideals, so much that it has become the tactic of our social democracy, this unclear terrain so much to avoid as much as possible. But it should be clear to the more insightful among them that equality of income, reputation and power are undeniable distortions of the ideal of equality, which only requires the elimination of antisocial advantages, i. H. those which exist neither in innate talents nor in personally acquired advantages (acquired in a competition open to everyone under the same external conditions).",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen."
15,"But the time has not yet come to demand that national barriers should be torn down altogether. The nations are still realities, and the diversity of their needs and their sense of justice, as well as the aversion and strangeness of the members of different nations is also a reality.",1,3,0,,"[nan, 'Schranken eingerissen', nan, nan]","[nan, 'nationalstaatlichen', nan, nan]","['B', 'A', 'P', 'K']"," Aber noch ist die Zeit nicht gekommen, zu verlangen, daß nunmehr die nationalstaatlichen Schranken überhaupt eingerissen werden müßten. Die Nationen sind noch Realitäten, und die Verschiedenheit ihrer Bedürfnisse und ihres Rechtsgefühls, sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist auch eine Realität."
16,"But our short-sightedness only allows us to recognize the direction that the history of development took during the period that we can reasonably foresee and as a result of this orientation we are able to - under the actually not entirely self-evident assumption that this direction will continue - at most to see the next goals, insofar as they are still within our spiritual sight and within the horizon determined by our organic point of view.",1,3,0,Metaphernkandidat,"['Sehweite', nan, nan, nan]","['geistigen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen."
17,But in Heraclitus' time the seed of this knowledge was sown in vain. knowledge spread in vain.,4,0,0,Metapher,"['der vergeblich ausgestreute Same', 'Same ... ausgestreut', 'Same', nan]","['zu dieser Erkenntnis', 'zu dieser Erkenntnis', 'zu dieser Erkenntnis', nan]","['B', 'K', 'A', 'GoldStandard']", Aber zu Heraklits Zeit wurde der Same zu dieser Erkenntnis vergeblich ausgestreut. kenntnis vergeblich ausgestreut.
18,"But between the point where the microscope lets us down in following the process of fertilization - and it very soon lets us down, since it can only give us an indication of the external process of the copulation of two germ cells - and the point where the characteristics of the parents emerge in the new individual and show us the effect of heredity, there is a wide gap, which over the last few decades has been tried to be filled with assumptions upon assumptions, theories upon theories.",2,3,0,Metaphernkandidat,"[nan, 'klafft', nan, 'klafft eine weite Lücke ', nan]","[nan, 'eine weite Lücke', nan, 'Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber zwischen dem Punkte, wo uns das Mikroskop bei der Verfolgung des Befruchtungsvorganges im Stiche läßt — und es läßt uns, da es uns nur über den äußeren Vorgang der Kopulation zweier Keimzellen Ausschluß zu geben vermag, sehr bald im Stich — und dem Punkte, wo die Eigenschaften der Eltern am neuen Individuum hervortreten und uns die Wirkung der Vererbung zeigen, klafft eine weite Lücke, die im Laufe der letzten Jahrzehnte mit Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist."
19,"All other demands on the state are secondary to this one; before it is fulfilled, everyone else is premature, because in order to fulfill it he himself must first be there, and he is only there when he has solved the question of power in the above sense. Powerlessness, impotence of state authority is the mortal sin of the state, from which there is no absolution for it, the one that society neither forgives nor endures, it is a contradiction in terms: state authority without violence!",2,3,0,Metaphernkandidat,"[nan, nan, 'Todsünde', 'Ohnmacht', nan]","[nan, nan, 'des Staates', 'der Staatsgewalt', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle anderen Anforderungen an den Staat treten gegen diese eine zurück; bevor sie nicht erfüllt ist, sind alle anderen verfrüht, denn um sie zu erfüllen, muß er selber erst da sein, und da ist er erst, wenn er die Machtfrage im obigen Sinne gelöst hat. Machtlosigkeit, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es für ihn keine Absolution gibt, diejenige, welche die Gesellschaft weder verzeiht noch erträgt, es ist ein Widenspruch in sich selbst: eine Staatsgewalt ohne Gewalt!"
20,"In such a case, all others require an external authority that stands in the way of the disastrous course of events.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. "
21,"All these phenomena, in which pseudo-kinship relationships are treated as cases of genuine physiological relationship are treated as cases of genuine physiological relationship are treated, are a classic example of how a custom often reaches beyond its original domain and draws relationships into it as well, which reaches beyond the realm of the realm and also draws into its circle conditions which can only be brought into connection with its original area of ​​application by means of rough analogies.",2,3,0,Metaphernkandidat,"['über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, 'über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, nan]","['eine Sitte', nan, 'Sitte', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle diese Erscheinungen, in denen pseudoverwandtschaftliche Verhältnisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, nisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie eine Sitte oft über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die liches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die mit ihrem ursprünglichen Geltungsgebiete nur durch grobe Analogieen in Zusammenhang zu bringen sind."
22,"All these facts prove that it is not inner laws of formation, but outer conditions of life
held the brush.",2,2,0,Metaphernkandidat,"[nan, 'den Pinsel geführt haben', 'den Pinsel geführt haben', nan]","[nan, 'äußere Lebensbedingungen', 'äußeren Lebensbedingungen', nan]","['B', 'K', 'A', 'GoldStandard']"," Alle diese Tatsachen beweisen, daß nicht innere Bildungsgesetze, sondern äußere Lebensbedingungen 
den Pinsel geführt haben."
23,"All learning consists of processes of adaptation, which are initiated by the fact that new sensations, perceptions, ideas are guided, that new sensations, perceptions, ideas or concepts are brought to our logical, ethical, etc. Stocks approach1).",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles Lernen besteht in Anpassungsvorgängen, welche dadurch eingeleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen geleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen oder Begriffe an unsere logischen, ethischen u. a. Bestände herantreten1)."
24,"With them everything stood on one surface, everything was woven into a fabric, the good and the holy only an envelope in a broad earthly piece of paper.",4,1,0,Metapher,"['in ein Gewebe verwoben', 'irdischen Zettel', nan, 'einen breiten irdischen Zettel', nan]","['alles', 'das Gute und Heilige', nan, 'nur ein Einschlag in', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel."
25,"As students of Hegelian philosophy, they had a far greater respect for reality, for what had become historical, than their socialist predecessors, who were steeped in the rationalism of the Enlightenment period.",3,2,0,Metaphernkandidat,"['durchtränkten', 'durchtränkten', 'durchtränkt', nan, nan]","['vom Rationalismus der Aufklärungsperiode', 'sozialistischen Vorgänger', 'vom Rationalismus der Aufklärungsperiode', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Als Schüler der Hegelschen Philosophie hatten sie vor der Wirklichkeit, vor dem historisch Gewordenen, einen viel höheren Respekt als ihre vom Rationalismus der Aufklärungsperiode durchtränkten sozialistischen Vorgänger."
26,"The fourth drive we would like to name is the need for causality, which drives people to investigate the causes of phenomena and has enabled them to penetrate the workshop of nature.",5,0,0,Metapher,"['Werkstatt', 'Werkstatt', 'der Natur', 'Werkstatt', 'Werkstatt']","['der Natur', 'Der Natur', 'in die Werkstatt eindringen', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen."
27,"So two gross distortions of tradition, these are the foundations of papal authority, and that authority is the last resort of papal authority, and that authority is the last resort of natural law and universal human rights. anchor of natural law and general human rights.",1,4,0,Metaphernkandidat,"[nan, 'letzte Rettungsanker', nan, nan, nan]","[nan, 'des Naturrechts und der allgemeinen Menschenrechte', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs- lagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungsanker des Naturrechts und der allgemeinen Menschenrechte. anker des Naturrechts und der allgemeinen Menschenrechte."
28,"Finally, attacks on the state have also been made by those who consider the social life culminating in the modern state to be an artificial product pernicious of mankind and who, in contrast, demand a return to nature—a thought which, as is well known, had its most brilliant representative in Rousseau.",1,3,0,,"[nan, 'gipfelnde', nan, nan]","[nan, 'Gesellschaftsleben', nan, nan]","['B', 'A', 'P', 'K']"," Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern — ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte."
29,"In this sense, Treitschke also called the lower classes the fountain of youth in society.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.
30,"It also applies to them that their descendants impose burdens on the state that are not compensated at all or not sufficiently by quid pro quo, since subsequent payments are not compensated at all or not sufficiently, since the descendants either die at a young age and in the They either die at a young age and take a piece of unfruitfully invested national wealth with them to the grave in the costs of their food and education, or, even when they reach a ripe old age, because of their ailment, they usually do not give the state either economically or otherwise (through military service or production of healthy offspring) are beneficial.",3,2,0,Metaphernkandidat,"[nan, 'unfruchtbar angelegtes', 'unfruchtbar', 'unfruchtbar angelegtes Nationalvermögen', nan]","[nan, 'Nationalvermögen', 'ein Stück angelegtes Nationalvermögen', 'ein Stück', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nach- leistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer kommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst (durch Militärdienst oder Erzeugung gesunder Nachkommen) von Nutzen sind."
31,"Even the legislature who wants to open new paths must be original, i. H. be wisely unhistorical.""",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein."""
32,"He, too, is an expert on the Roman Empire, and his great three-volume history of dogma is nothing more than a history of the all-volume history of dogma is nothing more than a history of the gradual lignification or petrification of the Christian churches. gradual lignification or fossilization of the Christian churches.",5,0,0,Metapher,"['Verholzung oder Versteinerung', 'Verholzung oder Versteinerung', 'Verholzung, Versteinerung', 'Verholzung oder Versteinerung', nan]","['der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirche', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all- bändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen. mählichen Verholzung oder Versteinerung der christlichen Kirchen."
33,"Also, excellent courage, which no doubt depends to a large extent on innate psychic qualities, is more likely to benefit fellow combatants than those who are particularly bold in exposing themselves to enemy bullets, given the effects of modern firearms.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. "
34,"He also does not leave unanswered the question of how changes in the germs could have come about at all, and how their number had to increase ad infinitum.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte."
35,"Even under the (practically unacceptable) assumption of generally equal income and equal rights, e.g. B. still the gender coming and equal rights would z. For example, sexual love and the need for recognition among life companions still remain as powerful spurs for the exercise of given powers.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.
36,"Observing such moral value is the best way to set a nation's horoscope."" Observing such moral worth is the best way to set a nation's horoscope.""",9,0,0,Metapher,"['das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', nan]","['einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', nan]","['B', 'A', 'P', 'B', 'A', 'P', 'K', 'K', 'GoldStandard']"," Bei Beobachtung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."" tung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."""
37,"In Matthew it is copied quite literally, only now and then small lights are exposed1). The author of Luke's text also had it in front of him (middle column), but contaminated it with another source (first column, hence the double mention of the cup), but especially out of respect for the holiness of the disciples that had already arisen, thoroughly corrupted it.",4,1,0,Metapher,"[nan, 'kontaminiert', 'kontaminniert', 'wörtlich abgeschrieben / kleine Lichter ausgesetzt / kontaminiert / gründlich verdorben ', nan]","[nan, 'mit einer anderen Quelle', 'mit einer anderen Quelle', 'er [vermutlich der Text] / er [vermutlich der Text] / mit einer anderen Quelle / ihn [vermutlich der Text]', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Bei Matthäus ist er ziemlich wörtlich abgeschrieben, nur hin und wieder sind bereits kleine Lichter ausgesetzt1). Der Verfasser des Lukastextes hat ihn ebenfalls vor sich gehabt (mittlere Spalte), jedoch ihn mit einer anderen Quelle kontaminiert (erste Spalte, daher die zweimalige Erwähnung des Bechers), besonders aber aus Respekt vor der bereits aufgekommenen Heiligkeit der Jünger ihn gründlich verdorben."
38,"The modern Greeks have only a very small fraction of ancient Hellenic “blood”; the ancient Hellenic race had already melted down to an extremely great extent at the time of the migration of peoples, and since then it must have been almost completely overgrown by the Slavic race, which was increasing particularly rapidly.",1,3,0,Metaphernkandidat,"[nan, 'überwuchert', nan, nan]","[nan, 'von der sich besonders stark vermehrenden slavischen Rasse', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Bei den Neugriechen kommt in Betracht, daß sie nur einen sehr kleinen Bruchteil althellenischen „Blutes“ besitzen; die althellenische Rasse war schon zur Zeit der Völkerwanderung ungemein stark zusammengeschmolzen und dürfte seitdem von der sich besonders stark vermehrenden slavischen Rasse fast ganz überwuchert worden sein."
39,"In generative development, however, the downhill is not quite as slow as the uphill. tive development, however, not quite as slowly as uphill.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Bergab geht es bei der generativen Entwicklung allerdings nicht ganz so langsam wie bergauf. tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.
40,"With regard to the moral education of young people, it should be noted that the Center and the Conservative Party in particular attach great importance to the religious coloring of education.",1,3,0,Metaphernkandidat,"['Färbung', nan, nan, nan]","['religiöse/Erziehung', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Betreffs der sittlichen Erziehung der Jugend ist darauf hinzuweisen, daß insbesondere das Zentrum und die Partei der Konservativen großes Gewicht auf die religiöse Färbung der Erziehung legen. "
