index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
10,"Men de skikkelser og billeder, der engang er faldet ind i hans sjæl, arbejder ustandselig på at vejlede ham, han må ofte forsvare sig mod deres styre, i tusinde tilfælde følger han glad deres milde tog.",4,1,0,Metaphernkandidat,"['in seine Seele gefallen', 'in Seele gefallen', 'in sein Seele gefallen, ihre Herrschaft', 'gefallen sind;ihrem leisen Zuge', nan]","['die Gestalten und Bilder', 'Gestalten und Bilder', 'Gestalten und Bider', 'die Gestalten und Bilder', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge."
11,"Men århundrederne er som en stor si, der adskiller avnerne fra hveden.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu von dem Weizen sondert."
12,"Men sagen er anderledes, for omkostningerne ved den generøse hensyntagen til det nuværende levende individs interesser må afholdes af de efterfølgende generationer, som ikke er omfattet af denne gensidige forsikring.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind."
13,"Men må vi glemme, hvordan det var i Europa, for ikke få århundreder siden, men for knap et århundrede siden, hvilke huler af elendighed var ikke kun fængslerne for kriminelle, men også skyldnerens fængsler og hospitalerne, at tortur i dens værste former var lovlig kun fundet faktisk og strafbar anvendelse i Kina, og at dødsstraffene idømt af europæiske dommere i rædsel overgik noget, kineserne nogensinde har opfundet?",1,3,0,Metaphernkandidat,"['Höhlen des Elens', nan, nan, nan]","['die Gefängnisse', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?"
14,"Synspunkter adskiller sig ikke kun med hensyn til måden, men endnu mere med hensyn til de ultimative idealer, så meget, at det er blevet vores socialdemokratis taktik at undgå dette uklare terræn så meget som muligt. Men det burde være klart for de mere indsigtsfulde blandt dem, at lighed i indkomst, omdømme og magt er ubestridelige forvrængninger af lighedsidealet, som kun kræver eliminering af antisociale fordele, dvs. H. dem, der hverken eksisterer i medfødte dispositioner eller i personligt erhvervede fordele opnået i en konkurrence åben for alle under de samme ydre betingelser.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen."
15,"Men tiden er endnu ikke inde til at kræve, at nationale barrierer skal rives helt ned. Nationerne er stadig realiteter, og mangfoldigheden af ​​deres behov og deres retfærdighedssans, såvel som modviljen og mærkværdigheden hos medlemmerne af forskellige nationer er også en realitet.",1,3,0,,"[nan, 'Schranken eingerissen', nan, nan]","[nan, 'nationalstaatlichen', nan, nan]","['B', 'A', 'P', 'K']"," Aber noch ist die Zeit nicht gekommen, zu verlangen, daß nunmehr die nationalstaatlichen Schranken überhaupt eingerissen werden müßten. Die Nationen sind noch Realitäten, und die Verschiedenheit ihrer Bedürfnisse und ihres Rechtsgefühls, sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist auch eine Realität."
16,"Men vores kortsynethed tillader os kun at erkende den retning, udviklingshistorien tog i den periode, vi med rimelighed kan forudse, og som følge af denne orientering er vi i stand til højst at se de næste mål under det ikke rigtigt selv- indlysende antagelse om, at denne retning vil fortsætte, for så vidt som de stadig er inden for vores åndelige syn og inden for horisonten bestemt af vores organiske synspunkt.",1,3,0,Metaphernkandidat,"['Sehweite', nan, nan, nan]","['geistigen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen."
17,Men på Heraklits tid blev frøet til denne viden sået forgæves.,4,0,0,Metapher,"['der vergeblich ausgestreute Same', 'Same ... ausgestreut', 'Same', nan]","['zu dieser Erkenntnis', 'zu dieser Erkenntnis', 'zu dieser Erkenntnis', nan]","['B', 'K', 'A', 'GoldStandard']", Aber zu Heraklits Zeit wurde der Same zu dieser Erkenntnis vergeblich ausgestreut. kenntnis vergeblich ausgestreut.
18,"Men mellem det punkt, hvor mikroskopet svigter os i at følge befrugtningsprocessen, og det meget snart svigter os, da det kun er i stand til at give os en indikation af den ydre proces med parring af to kønsceller, og det punkt, hvor forældrenes egenskaber dukker op i det nye individ og viser os virkningen af ​​arv, der er et stort hul, som er forsøgt udfyldt gennem de sidste par årtier med antagelser på antagelser, teorier på teorier.",2,3,0,Metaphernkandidat,"[nan, 'klafft', nan, 'klafft eine weite Lücke ', nan]","[nan, 'eine weite Lücke', nan, 'Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber zwischen dem Punkte, wo uns das Mikroskop bei der Verfolgung des Befruchtungsvorganges im Stiche läßt — und es läßt uns, da es uns nur über den äußeren Vorgang der Kopulation zweier Keimzellen Ausschluß zu geben vermag, sehr bald im Stich — und dem Punkte, wo die Eigenschaften der Eltern am neuen Individuum hervortreten und uns die Wirkung der Vererbung zeigen, klafft eine weite Lücke, die im Laufe der letzten Jahrzehnte mit Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist."
19,"Alle andre krav til staten går i bagsædet til denne, før de er opfyldt, alle andre er for tidlige, for for at opfylde dem skal staten selv først være der, og den er der først, når den har løst spørgsmålet om magt i ovenstående betydning. Afmagt, statsmagts afmagt er statens dødssynd, hvorfra der ikke er absolation for den, den som samfundet hverken tilgiver eller udholder, det er en selvmodsigelse, en statsmagt uden vold!",2,3,0,Metaphernkandidat,"[nan, nan, 'Todsünde', 'Ohnmacht', nan]","[nan, nan, 'des Staates', 'der Staatsgewalt', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle anderen Anforderungen an den Staat treten gegen diese eine zurück; bevor sie nicht erfüllt ist, sind alle anderen verfrüht, denn um sie zu erfüllen, muß er selber erst da sein, und da ist er erst, wenn er die Machtfrage im obigen Sinne gelöst hat. Machtlosigkeit, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es für ihn keine Absolution gibt, diejenige, welche die Gesellschaft weder verzeiht noch erträgt, es ist ein Widenspruch in sich selbst: eine Staatsgewalt ohne Gewalt!"
20,"I et sådant tilfælde kræver alle andre en ekstern autoritet, der står i vejen for det katastrofale hændelsesforløb.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. "
21,"Alle disse fænomener, hvor pseudo-relative relationer behandles som tilfælde af ægte fysiologisk slægtskab, er et klassisk eksempel på, hvordan en skik ofte strækker sig ud over sit oprindelige område og også trækker relationer ind i sin cirkel, der kun er relateret til deres oprindelige område af gyldighed ved grove analogier skal bringes i sammenhæng.",2,3,0,Metaphernkandidat,"['über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, 'über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, nan]","['eine Sitte', nan, 'Sitte', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle diese Erscheinungen, in denen pseudoverwandtschaftliche Verhältnisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, nisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie eine Sitte oft über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die liches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die mit ihrem ursprünglichen Geltungsgebiete nur durch grobe Analogieen in Zusammenhang zu bringen sind."
22,"Alle disse kendsgerninger beviser, at det ikke var indre dannelseslove, men ydre livsbetingelser, der styrede penslen.",2,2,0,Metaphernkandidat,"[nan, 'den Pinsel geführt haben', 'den Pinsel geführt haben', nan]","[nan, 'äußere Lebensbedingungen', 'äußeren Lebensbedingungen', nan]","['B', 'K', 'A', 'GoldStandard']"," Alle diese Tatsachen beweisen, daß nicht innere Bildungsgesetze, sondern äußere Lebensbedingungen 
den Pinsel geführt haben."
23,"Al læring består af tilpasningsprocesser, som igangsættes af, at nye sansninger, opfattelser, ideer eller begreber tilpasses vores logiske, etiske mv. nærme sig aktier.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles Lernen besteht in Anpassungsvorgängen, welche dadurch eingeleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen geleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen oder Begriffe an unsere logischen, ethischen u. a. Bestände herantreten1)."
24,"Hos dem stod alt på én flade, alt var vævet til et stof, det gode og det hellige kun en konvolut i et bredt jordisk stykke papir.",4,1,0,Metapher,"['in ein Gewebe verwoben', 'irdischen Zettel', nan, 'einen breiten irdischen Zettel', nan]","['alles', 'das Gute und Heilige', nan, 'nur ein Einschlag in', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel."
25,"Som studerende i hegeliansk filosofi havde de en langt større respekt for virkeligheden, for det, der var blevet historisk, end deres socialistiske forgængere, som var gennemsyret af oplysningstidens rationalisme.",3,2,0,Metaphernkandidat,"['durchtränkten', 'durchtränkten', 'durchtränkt', nan, nan]","['vom Rationalismus der Aufklärungsperiode', 'sozialistischen Vorgänger', 'vom Rationalismus der Aufklärungsperiode', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Als Schüler der Hegelschen Philosophie hatten sie vor der Wirklichkeit, vor dem historisch Gewordenen, einen viel höheren Respekt als ihre vom Rationalismus der Aufklärungsperiode durchtränkten sozialistischen Vorgänger."
26,"Den fjerde drift, vi gerne vil nævne, er behovet for kausalitet, som driver mennesker til at undersøge årsagerne til fænomener og har gjort dem i stand til at trænge ind i naturens værksted.",5,0,0,Metapher,"['Werkstatt', 'Werkstatt', 'der Natur', 'Werkstatt', 'Werkstatt']","['der Natur', 'Der Natur', 'in die Werkstatt eindringen', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen."
27,"Så to grove fordrejninger af traditionen, disse er grundlaget for pavelig autoritet, og denne autoritet er det ultimative anker for naturlov og universelle menneskerettigheder.",1,4,0,Metaphernkandidat,"[nan, 'letzte Rettungsanker', nan, nan, nan]","[nan, 'des Naturrechts und der allgemeinen Menschenrechte', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs- lagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungsanker des Naturrechts und der allgemeinen Menschenrechte. anker des Naturrechts und der allgemeinen Menschenrechte."
28,"Endelig er der også foretaget angreb på staten af ​​dem, der anser det sociale liv, der kulminerer i den moderne stat for at være et kunstigt produkt, der er skadeligt for menneskeheden, og på den anden side opfordrer til en tilbagevenden til naturen, en idé, der som velkendt, havde sin mest strålende repræsentant i Rousseau.",1,3,0,,"[nan, 'gipfelnde', nan, nan]","[nan, 'Gesellschaftsleben', nan, nan]","['B', 'A', 'P', 'K']"," Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern — ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte."
29,I denne forstand kaldte Treitschke også de lavere klasser for ungdommens kilde i samfundet.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.
30,"Det gælder også for dem, at deres afkom pålægger staten byrder, som slet ikke eller ikke kompenseres tilstrækkeligt af modydelsen, da afkommet enten dør i en ung alder og i udgifterne til deres mad og uddannelse tager et stykke af sterilt investeret national rigdom med dem i graven eller, selv når de når en moden alder, er som regel til ingen nytte for staten hverken økonomisk eller på anden måde gennem militærtjeneste eller frembringelse af sunde afkom på grund af deres lidelse.",3,2,0,Metaphernkandidat,"[nan, 'unfruchtbar angelegtes', 'unfruchtbar', 'unfruchtbar angelegtes Nationalvermögen', nan]","[nan, 'Nationalvermögen', 'ein Stück angelegtes Nationalvermögen', 'ein Stück', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nach- leistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer kommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst (durch Militärdienst oder Erzeugung gesunder Nachkommen) von Nutzen sind."
31,"Selv den lovgiver, der ønsker at åbne nye veje, skal være original, dvs. H. være klogt uhistorisk.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein."""
32,"Også han er ekspert i Romerriget, og hans store trebinds dogmehistorie er intet andet end en historie om de kristne kirkers gradvise lignificering eller forstening.",5,0,0,Metapher,"['Verholzung oder Versteinerung', 'Verholzung oder Versteinerung', 'Verholzung, Versteinerung', 'Verholzung oder Versteinerung', nan]","['der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirche', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all- bändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen. mählichen Verholzung oder Versteinerung der christlichen Kirchen."
33,"Også fremragende mod, som uden tvivl i høj grad afhænger af medfødte psykiske egenskaber, er mere tilbøjelige til at gavne andre kombattanter end dem, der er særligt dristige til at udsætte sig selv for fjendens kugler, givet virkningerne af moderne skydevåben.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. "
34,"Han lader heller ikke spørgsmålet om, hvordan ændringer i bakterierne overhovedet kunne være opstået, og hvordan deres antal måtte stige i det uendelige, ubesvaret.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte."
35,"Selv under den praktisk taget uacceptable forudsætning om generelt lige indkomst og lige rettigheder, f.eks. For eksempel forbliver seksuel kærlighed og behovet for anerkendelse blandt livsledsager stadig som stærke ansporere til at udøve givne kræfter.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.
36,"Det er ved at observere en sådan moralsk værdi, at man bedst kan sætte en nations horoskop.",9,0,0,Metapher,"['das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', nan]","['einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', nan]","['B', 'A', 'P', 'B', 'A', 'P', 'K', 'K', 'GoldStandard']"," Bei Beobachtung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."" tung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."""
37,"Hos Matthæus er det kopieret helt bogstaveligt, kun nu og da er små lys allerede eksponeret. Lukas-tekstens forfatter havde den også foran sig i den midterste spalte, men forurenede den med en anden kilde i første spalte, deraf to gange omtale af bægeret, men især af respekt for disciplenes hellighed, der havde allerede opstået, fordærvede det det grundigt.",4,1,0,Metapher,"[nan, 'kontaminiert', 'kontaminniert', 'wörtlich abgeschrieben / kleine Lichter ausgesetzt / kontaminiert / gründlich verdorben ', nan]","[nan, 'mit einer anderen Quelle', 'mit einer anderen Quelle', 'er [vermutlich der Text] / er [vermutlich der Text] / mit einer anderen Quelle / ihn [vermutlich der Text]', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Bei Matthäus ist er ziemlich wörtlich abgeschrieben, nur hin und wieder sind bereits kleine Lichter ausgesetzt1). Der Verfasser des Lukastextes hat ihn ebenfalls vor sich gehabt (mittlere Spalte), jedoch ihn mit einer anderen Quelle kontaminiert (erste Spalte, daher die zweimalige Erwähnung des Bechers), besonders aber aus Respekt vor der bereits aufgekommenen Heiligkeit der Jünger ihn gründlich verdorben."
