index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
10,"Aber die Gestalten und Bilder, die ihm einst in die Seele gefallen sind, arbeiten unermüdlich an seiner Führung, oft muss er sich gegen ihre Herrschaft wehren, in tausend Fällen folgt er gerne ihrem sanften Zug.",4,1,0,Metaphernkandidat,"['in seine Seele gefallen', 'in Seele gefallen', 'in sein Seele gefallen, ihre Herrschaft', 'gefallen sind;ihrem leisen Zuge', nan]","['die Gestalten und Bilder', 'Gestalten und Bilder', 'Gestalten und Bider', 'die Gestalten und Bilder', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge."
11,"Aber die Jahrhunderte sind wie ein großes Sieb, das die Hülsen vom Weizen trennt.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu von dem Weizen sondert."
12,"Aber die Sache ist anders, denn die Kosten der großzügigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums müssen von den nachfolgenden Generationen getragen werden, die nicht durch diese gegenseitige Versicherung abgedeckt sind.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind."
13,"Aber müssen wir vergessen, wie es in Europa war, nicht vor ein paar Jahrhunderten, sondern vor fast einem Jahrhundert, welche Höhlen des Elends nicht nur die Gefängnisse der Verbrecher waren, sondern auch die Schulden der Schuldner und die Krankenhäuser, die in ihren schlimmsten Formen foltern legal nur in China tatsächliche und kriminelle Anwendung gefunden hat und dass die Todesurteile, die von europäischen Richtern verhängt wurden, alles übertrafen, was die Chinesen jemals erfunden haben?",1,3,0,Metaphernkandidat,"['Höhlen des Elens', nan, nan, nan]","['die Gefängnisse', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?"
14,"Die Ansichten gehen nicht nur in der Art, sondern mehr noch in den letzten Idealen auseinander, so sehr, dass es zur Taktik unserer Sozialdemokraten geworden ist, dieses unübersichtliche Terrain möglichst zu meiden. Aber den Einsichtigeren unter ihnen sollte klar sein, dass Gleichheit in Bezug auf Einkommen, Ansehen und Macht unbestreitbare Verzerrungen des Gleichheitsideals sind, die nur die Beseitigung asozialer Vorteile erfordern, dh. h. solche, die weder in angeborenen Anlagen noch in persönlich erworbenen Vorteilen bestehen, die in einem für alle offenen Wettbewerb unter gleichen äußeren Bedingungen erlangt wurden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen."
15,"Aber es ist noch nicht an der Zeit, den vollständigen Abbau nationaler Barrieren zu fordern. Nationen sind immer noch Realitäten, und die Vielfalt ihrer Bedürfnisse und ihres Gerechtigkeitssinns sowie die Zurückhaltung und Fremdheit der Angehörigen verschiedener Nationen sind ebenfalls Realität.",1,3,0,,"[nan, 'Schranken eingerissen', nan, nan]","[nan, 'nationalstaatlichen', nan, nan]","['B', 'A', 'P', 'K']"," Aber noch ist die Zeit nicht gekommen, zu verlangen, daß nunmehr die nationalstaatlichen Schranken überhaupt eingerissen werden müßten. Die Nationen sind noch Realitäten, und die Verschiedenheit ihrer Bedürfnisse und ihres Rechtsgefühls, sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist auch eine Realität."
16,"Aber unsere Kurzsichtigkeit lässt uns nur die Richtung erkennen, die die Entwicklungsgeschichte in dem Zeitraum genommen hat, den wir vernünftigerweise vorhersagen können, und aufgrund dieser Orientierung können wir höchstens die nächsten Ziele unter dem nicht ganz Selbstverständlichen sehen Annahme, dass diese Richtung weitergehen wird, sofern sie sich noch innerhalb unserer spirituellen Vision und innerhalb des durch unsere organische Sichtweise bestimmten Horizonts befinden.",1,3,0,Metaphernkandidat,"['Sehweite', nan, nan, nan]","['geistigen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen."
17,Aber zur Zeit des Heraklit wurde die Saat dieser Erkenntnis vergebens gesät.,4,0,0,Metapher,"['der vergeblich ausgestreute Same', 'Same ... ausgestreut', 'Same', nan]","['zu dieser Erkenntnis', 'zu dieser Erkenntnis', 'zu dieser Erkenntnis', nan]","['B', 'K', 'A', 'GoldStandard']", Aber zu Heraklits Zeit wurde der Same zu dieser Erkenntnis vergeblich ausgestreut. kenntnis vergeblich ausgestreut.
18,"Aber zwischen dem Punkt, an dem uns das Mikroskop versagt, den Befruchtungsprozess zu verfolgen, und es uns sehr bald versagt, da es uns nur einen Hinweis auf den äußeren Paarungsprozess zweier Gameten geben kann, und dem Punkt, an dem die Merkmale der Eltern taucht im neuen Individuum auf und zeigt uns die Auswirkungen der Vererbung, die eine große Lücke ist, die in den letzten Jahrzehnten mit Annahmen über Annahmen, Theorien über Theorien zu füllen versucht wurde.",2,3,0,Metaphernkandidat,"[nan, 'klafft', nan, 'klafft eine weite Lücke ', nan]","[nan, 'eine weite Lücke', nan, 'Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber zwischen dem Punkte, wo uns das Mikroskop bei der Verfolgung des Befruchtungsvorganges im Stiche läßt — und es läßt uns, da es uns nur über den äußeren Vorgang der Kopulation zweier Keimzellen Ausschluß zu geben vermag, sehr bald im Stich — und dem Punkte, wo die Eigenschaften der Eltern am neuen Individuum hervortreten und uns die Wirkung der Vererbung zeigen, klafft eine weite Lücke, die im Laufe der letzten Jahrzehnte mit Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist."
19,"Alle anderen Forderungen des Staates treten dieser vor ihrer Erfüllung in den Hintergrund, alle anderen sind verfrüht, denn um sie zu erfüllen, muss der Staat selbst erst da sein, und er ist erst da, wenn er die Frage geklärt hat Macht im obigen Sinne. Ohnmacht, die Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es keine Absolution gibt für den, den die Gesellschaft weder verzeiht noch erträgt, es ist ein Widerspruch, eine Staatsgewalt ohne Gewalt!",2,3,0,Metaphernkandidat,"[nan, nan, 'Todsünde', 'Ohnmacht', nan]","[nan, nan, 'des Staates', 'der Staatsgewalt', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle anderen Anforderungen an den Staat treten gegen diese eine zurück; bevor sie nicht erfüllt ist, sind alle anderen verfrüht, denn um sie zu erfüllen, muß er selber erst da sein, und da ist er erst, wenn er die Machtfrage im obigen Sinne gelöst hat. Machtlosigkeit, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es für ihn keine Absolution gibt, diejenige, welche die Gesellschaft weder verzeiht noch erträgt, es ist ein Widenspruch in sich selbst: eine Staatsgewalt ohne Gewalt!"
20,"Alle anderen fordern in einem solchen Fall eine externe Autorität, die dem katastrophalen Verlauf der Dinge im Wege steht.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. "
21,"All diese Phänomene, in denen pseudorelative Beziehungen als Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie ein Brauch oft über seinen ursprünglichen Bereich hinausgeht und auch Beziehungen in seinen Kreis zieht, die nur auf ihren ursprünglichen Bereich bezogen sind Gültigkeit durch grobe Analogien müssen in Zusammenhang gebracht werden.",2,3,0,Metaphernkandidat,"['über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, 'über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, nan]","['eine Sitte', nan, 'Sitte', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle diese Erscheinungen, in denen pseudoverwandtschaftliche Verhältnisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, nisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie eine Sitte oft über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die liches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die mit ihrem ursprünglichen Geltungsgebiete nur durch grobe Analogieen in Zusammenhang zu bringen sind."
22,"All diese Tatsachen beweisen, dass es nicht innere Bildungsgesetze waren, sondern äußere Lebensbedingungen, die den Busch beherrschten.",2,2,0,Metaphernkandidat,"[nan, 'den Pinsel geführt haben', 'den Pinsel geführt haben', nan]","[nan, 'äußere Lebensbedingungen', 'äußeren Lebensbedingungen', nan]","['B', 'K', 'A', 'GoldStandard']"," Alle diese Tatsachen beweisen, daß nicht innere Bildungsgesetze, sondern äußere Lebensbedingungen 
den Pinsel geführt haben."
23,"Alles Lernen besteht aus Anpassungsprozessen, die dadurch ausgelöst werden, dass neue Wahrnehmungen, Wahrnehmungen, Ideen oder Konzepte an unsere logischen, ethischen etc. Aktien annähern.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles Lernen besteht in Anpassungsvorgängen, welche dadurch eingeleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen geleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen oder Begriffe an unsere logischen, ethischen u. a. Bestände herantreten1)."
24,"Bei ihnen stand alles auf einer Fläche, alles war zu einem Stoff verwoben, das Gute und Heilige nur eine Hülle in einem breiten irdischen Stück Papier.",4,1,0,Metapher,"['in ein Gewebe verwoben', 'irdischen Zettel', nan, 'einen breiten irdischen Zettel', nan]","['alles', 'das Gute und Heilige', nan, 'nur ein Einschlag in', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel."
25,"Als Studenten der Hegelschen Philosophie hatten sie einen viel größeren Respekt vor der Wirklichkeit, vor dem Geschichtlich gewordenen, als ihre sozialistischen Vorgänger, die vom Rationalismus der Aufklärung durchdrungen waren.",3,2,0,Metaphernkandidat,"['durchtränkten', 'durchtränkten', 'durchtränkt', nan, nan]","['vom Rationalismus der Aufklärungsperiode', 'sozialistischen Vorgänger', 'vom Rationalismus der Aufklärungsperiode', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Als Schüler der Hegelschen Philosophie hatten sie vor der Wirklichkeit, vor dem historisch Gewordenen, einen viel höheren Respekt als ihre vom Rationalismus der Aufklärungsperiode durchtränkten sozialistischen Vorgänger."
26,"Die vierte Operation, die wir erwähnen möchten, ist das Bedürfnis nach Kausalität, das die Menschen dazu treibt, die Ursachen von Phänomenen zu untersuchen, und es ihnen ermöglicht hat, in die Werkstatt der Natur einzudringen.",5,0,0,Metapher,"['Werkstatt', 'Werkstatt', 'der Natur', 'Werkstatt', 'Werkstatt']","['der Natur', 'Der Natur', 'in die Werkstatt eindringen', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen."
27,"Also zwei grobe Verzerrungen der Tradition, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der ultimative Anker des Naturrechts und der universellen Menschenrechte.",1,4,0,Metaphernkandidat,"[nan, 'letzte Rettungsanker', nan, nan, nan]","[nan, 'des Naturrechts und der allgemeinen Menschenrechte', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs- lagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungsanker des Naturrechts und der allgemeinen Menschenrechte. anker des Naturrechts und der allgemeinen Menschenrechte."
28,"Schließlich gibt es auch Angriffe auf den Staat von denen, die das gesellschaftliche Leben, das im modernen Staat kulminiert, für ein menschheitsschädliches Kunstprodukt halten und andererseits eine Rückkehr zur Natur fordern, eine Idee, die , hatte bekanntlich in Rousseau seinen glänzendsten Vertreter.",1,3,0,,"[nan, 'gipfelnde', nan, nan]","[nan, 'Gesellschaftsleben', nan, nan]","['B', 'A', 'P', 'K']"," Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern — ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte."
29,In diesem Sinne nannte Treitschke auch die unteren Schichten die Quelle der Jugend in der Gesellschaft.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.
30,"Auch für sie gilt, dass ihre Nachkommen dem Staat Belastungen auferlegen, die durch die Gegenleistung gar nicht oder nicht ausreichend kompensiert werden, da die Nachkommen entweder in jungen Jahren sterben und in die Kosten ihrer Ernährung und Ausbildung ein Stück unfruchtbar investiert nehmen Volksvermögen mit ins Grab oder sind dem Staat auch im reifen Alter wegen ihres Leidens weder finanziell noch anderweitig durch Wehrdienst oder die Erzeugung gesunder Nachkommen zu nützen.",3,2,0,Metaphernkandidat,"[nan, 'unfruchtbar angelegtes', 'unfruchtbar', 'unfruchtbar angelegtes Nationalvermögen', nan]","[nan, 'Nationalvermögen', 'ein Stück angelegtes Nationalvermögen', 'ein Stück', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nach- leistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer kommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst (durch Militärdienst oder Erzeugung gesunder Nachkommen) von Nutzen sind."
31,"Auch der Gesetzgeber, der neue Wege gehen will, muss originell sein, dh. h. klugerweise unhistorisch sein.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein."""
32,"Auch er ist ein Kenner des Römischen Reiches, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen.",5,0,0,Metapher,"['Verholzung oder Versteinerung', 'Verholzung oder Versteinerung', 'Verholzung, Versteinerung', 'Verholzung oder Versteinerung', nan]","['der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirche', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all- bändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen. mählichen Verholzung oder Versteinerung der christlichen Kirchen."
33,"Auch ein ausgezeichneter Mut, der zweifellos größtenteils von angeborenen psychischen Qualitäten abhängt, kommt anderen Kämpfern eher zugute als denen, die es angesichts der Wirkung moderner Schusswaffen besonders wagen, sich feindlichen Kugeln auszusetzen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. "
34,"Auch die Frage, wie es überhaupt zu Veränderungen in den Bakterien gekommen sein könnte und wie ihre Zahl ins Unendliche steigen könnte, lässt er nicht unbeantwortet.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte."
35,"Auch unter der praktisch nicht akzeptablen Prämisse allgemein gleichen Einkommens und gleicher Rechte, z. So bleiben beispielsweise die sexuelle Liebe und das Bedürfnis nach Anerkennung unter den Lebenspartnern nach wie vor starke Anreize, gegebene Kräfte auszuüben.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.
