index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
10,"Aber die Formen und Bilder, die ihm einst in den Sinn gekommen sind, sind ständig am Werk, um ihn zu leiten, oft muss er sich ihrer Herrschaft widersetzen, in tausend Fällen folgt er glücklich ihrem sanften Zug.",4,1,0,Metaphernkandidat,"['in seine Seele gefallen', 'in Seele gefallen', 'in sein Seele gefallen, ihre Herrschaft', 'gefallen sind;ihrem leisen Zuge', nan]","['die Gestalten und Bilder', 'Gestalten und Bilder', 'Gestalten und Bider', 'die Gestalten und Bilder', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Gestalten und Bilder, welche einmal in seine Seele gefallen sind, arbeiten doch unablässig, ihn zu leiten, oft hat er sich gegen ihre Herrschaft zu wehren, in tausend Fällen folgt er fröhlich ihrem leisen Zuge."
11,"Aber Jahrhunderte sind wie ein großes Sieb, das die Spreu vom Weizen trennt.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber die Jahrhunderte sind wie ein großes Sieb, das die Spreu von dem Weizen sondert."
12,"Aber die Sache ist anders, denn die Kosten der großzügigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums müssen von nachfolgenden Generationen getragen werden, die nicht in diese gegenseitige Versicherung einbezogen sind.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber die Sache liegt anders; denn die Kosten der weitherzigen Berücksichtigung der Interessen des gegenwärtig lebenden Individuums haben die folgenden Generationen zu bezahlen, die in diese Versicherung auf Gegenseitigkeit nicht mit eingeschlossen sind."
13,"Aber vergessen wir, wie es in Europa war, nicht vor ein paar Jahrhunderten, sondern vor kaum einem Jahrhundert, welche Höhlen des Elends nicht nur Gefängnisse für Verbrecher, sondern auch Gefängnisse für Schuldner und Krankenhäuser waren, dass Folter in ihren schlimmsten Formen legal war er in China nur eine reale und strafbare Anwendung fand, und dass die Todesstrafen, die von den europäischen Richtern verhängt wurden, alles, was die Chinesen jemals erdacht hatten, an Schrecken übertrafen?",1,3,0,Metaphernkandidat,"['Höhlen des Elens', nan, nan, nan]","['die Gefängnisse', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber dürfen wir vergessen, wie es noch, nicht vor einigen, sondern vor kaum einem Jahrhundert in Europa aussah, welche Höhlen des Elends nicht nur die Gefängnisse für Verbrecher, sondern auch die Schuldgefängnisse und die Hospitäler waren, daß die Tortur in ihren schlimmsten Formen gesetzliche (in China nur faktische und strafbare) Anwendung fand, und daß die von europäischen Richtern verhängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden? hängten Todesstrafen an Entsetzlichkeit alles hinter sich ließen, was die Chinesen je erfunden?"
14,"Nicht nur über die Methode, sondern mehr noch über die ultimativen Ideale gehen die Meinungen auseinander, so sehr, dass es zu einer Taktik unserer Sozialdemokratie geworden ist, dieses unübersichtliche Terrain möglichst zu meiden. Aber den Klügeren unter ihnen sollte klar sein, dass die Gleichheit von Einkommen, Ansehen und Macht eine unbestreitbare Verzerrung des Ideals der Gleichheit ist, die nur die Beseitigung antisozialer Vorteile erfordert, dh. H. solche, die weder in angeborenen Anlagen noch in persönlich erworbenen Vorteilen bestehen, die in einem für alle offenen Wettbewerb unter gleichen äußeren Bedingungen erworben wurden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen."
15,"Aber es ist noch nicht an der Zeit, den vollständigen Abbau nationaler Barrieren zu fordern. Nationen sind immer noch eine Realität, ebenso die Vielfalt ihrer Bedürfnisse und ihres Gerechtigkeitssinns sowie die Abneigungen und Fremdheiten der Angehörigen verschiedener Nationen.",1,3,0,,"[nan, 'Schranken eingerissen', nan, nan]","[nan, 'nationalstaatlichen', nan, nan]","['B', 'A', 'P', 'K']"," Aber noch ist die Zeit nicht gekommen, zu verlangen, daß nunmehr die nationalstaatlichen Schranken überhaupt eingerissen werden müßten. Die Nationen sind noch Realitäten, und die Verschiedenheit ihrer Bedürfnisse und ihres Rechtsgefühls, sowie die Abneigung und Fremdheit der Angehörigen verschiedener Nationen ist auch eine Realität."
16,"Aber unsere Kurzsichtigkeit lässt uns nur erkennen, in welche Richtung die Entwicklungsgeschichte eine vernünftigerweise vorhersehbare Zeit genommen hat, und aufgrund dieser Orientierung können wir höchstens andere Ziele unterhalb der eigentlichen Selbsterkenntnis sehen . die offensichtliche Annahme, dass dieser Kurs so lange fortgesetzt wird, wie sie sich noch in unserem spirituellen Bereich und in dem durch unsere organische Sichtweise bestimmten Horizont befinden.",1,3,0,Metaphernkandidat,"['Sehweite', nan, nan, nan]","['geistigen', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Aber unsere Kurzsichtigkeit gestattet uns nur, die Richtung zu erkennen, welche die Entwicklungsgeschichte während der für uns einigermaßen übersehbaren Periode genommen hat, und infolge dieser Orientierung vermögen sehbaren Periode genommen hat, und infolge dieser Orientierung vermögen wir — unter der eigentlich nicht ganz selbstverständlichen Voraussetzung, daß diese Richtung andauern werde — höchstens die nächsten Ziele zu sehen, soweit sie nämlich noch innerhalb unserer geistigen Sehweite und innerhalb des durch unseren organischen Standpunkt bestimmten Horizontes liegen."
17,Aber zur Zeit des Heraklit wurde die Saat dieser Erkenntnis vergebens gesät.,4,0,0,Metapher,"['der vergeblich ausgestreute Same', 'Same ... ausgestreut', 'Same', nan]","['zu dieser Erkenntnis', 'zu dieser Erkenntnis', 'zu dieser Erkenntnis', nan]","['B', 'K', 'A', 'GoldStandard']", Aber zu Heraklits Zeit wurde der Same zu dieser Erkenntnis vergeblich ausgestreut. kenntnis vergeblich ausgestreut.
18,"Aber zwischen dem Punkt, an dem uns das Mikroskop bei der Beobachtung des Befruchtungsvorgangs versagt und sehr bald versagt, da es uns nur den äußeren Vorgang der Kopulation der beiden Keimzellen anzeigen kann, und dem Punkt, an dem die Merkmale der Eltern im neuen Individuum erscheinen und uns den Einfluss der Vererbung zeigen, gibt es eine große Lücke, die in den letzten Jahrzehnten mit Annahmen nach Annahmen, Theorien nach Theorien zu schließen versucht wurde.",2,3,0,Metaphernkandidat,"[nan, 'klafft', nan, 'klafft eine weite Lücke ', nan]","[nan, 'eine weite Lücke', nan, 'Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Aber zwischen dem Punkte, wo uns das Mikroskop bei der Verfolgung des Befruchtungsvorganges im Stiche läßt — und es läßt uns, da es uns nur über den äußeren Vorgang der Kopulation zweier Keimzellen Ausschluß zu geben vermag, sehr bald im Stich — und dem Punkte, wo die Eigenschaften der Eltern am neuen Individuum hervortreten und uns die Wirkung der Vererbung zeigen, klafft eine weite Lücke, die im Laufe der letzten Jahrzehnte mit Vermutungen über Vermutungen, Theorieen über Theorieen auszufüllen versucht worden ist."
19,"Alle anderen Forderungen an den Staat treten vor ihrer Erfüllung in den Hintergrund, alle anderen sind verfrüht, weil zu ihrer Erfüllung der Staat erst er selbst sein muss, und er ist erst da, wenn die Machtfrage im obigen Sinne gelöst ist. Ohnmacht, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es keine Absolution gibt, die die Gesellschaft weder verzeiht noch hasst, sie ist ein Widerspruch, Staatsgewalt ohne Gewalt!",2,3,0,Metaphernkandidat,"[nan, nan, 'Todsünde', 'Ohnmacht', nan]","[nan, nan, 'des Staates', 'der Staatsgewalt', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle anderen Anforderungen an den Staat treten gegen diese eine zurück; bevor sie nicht erfüllt ist, sind alle anderen verfrüht, denn um sie zu erfüllen, muß er selber erst da sein, und da ist er erst, wenn er die Machtfrage im obigen Sinne gelöst hat. Machtlosigkeit, Ohnmacht der Staatsgewalt ist die Todsünde des Staates, von der es für ihn keine Absolution gibt, diejenige, welche die Gesellschaft weder verzeiht noch erträgt, es ist ein Widenspruch in sich selbst: eine Staatsgewalt ohne Gewalt!"
20,"Alle anderen benötigen in einem solchen Fall eine externe Autorität, die sich dem katastrophalen Lauf der Dinge entgegenstellt.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. "
21,"Alle diese Phänomene, bei denen pseudorelative Beziehungen als Fälle echter physiologischer Verwandtschaft angesehen werden, sind klassische Beispiele dafür, wie Gewohnheit oft über ihren ursprünglichen Bereich hinausreicht und auch Beziehungen in ihren Kreis zieht, die nur auf ihren ursprünglichen Bereich bezogen sind.",2,3,0,Metaphernkandidat,"['über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, 'über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht', nan, nan]","['eine Sitte', nan, 'Sitte', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alle diese Erscheinungen, in denen pseudoverwandtschaftliche Verhältnisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, nisse wie die Fälle echter physiologischer Verwandtschaft behandelt werden, sind ein klassisches Beispiel dafür, wie eine Sitte oft über ihr ursprüngliches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die liches Gebiet hinausgreift und auch Verhältnisse in ihren Kreis zieht, die mit ihrem ursprünglichen Geltungsgebiete nur durch grobe Analogieen in Zusammenhang zu bringen sind."
22,"All diese Tatsachen beweisen, dass der Pinsel nicht von inneren Gestaltungsgesetzen, sondern von äußeren Lebensbedingungen geleitet wurde.",2,2,0,Metaphernkandidat,"[nan, 'den Pinsel geführt haben', 'den Pinsel geführt haben', nan]","[nan, 'äußere Lebensbedingungen', 'äußeren Lebensbedingungen', nan]","['B', 'K', 'A', 'GoldStandard']"," Alle diese Tatsachen beweisen, daß nicht innere Bildungsgesetze, sondern äußere Lebensbedingungen 
den Pinsel geführt haben."
23,"Alles Lernen besteht aus Anpassungsprozessen, die dadurch initiiert werden, dass neue Empfindungen, Wahrnehmungen, Ideen oder Konzepte an unseren logischen, ethischen etc. Umgang mit Aktien angepasst werden.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles Lernen besteht in Anpassungsvorgängen, welche dadurch eingeleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen geleitet werden, daß neue Empfindungen, Wahrnehmungen, Vorstellungen oder Begriffe an unsere logischen, ethischen u. a. Bestände herantreten1)."
24,"Bei ihnen stand alles auf einer Fläche, alles war in Stoff gewoben, das Gute und Heilige nur eine Hülle in breitem irdischem Papier.",4,1,0,Metapher,"['in ein Gewebe verwoben', 'irdischen Zettel', nan, 'einen breiten irdischen Zettel', nan]","['alles', 'das Gute und Heilige', nan, 'nur ein Einschlag in', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Alles stand bei ihnen auf einer Fläche, alles war in ein Gewebe gewoben, das Gute und Heilige nur ein Einschlag in einen breiten irdischen Zettel."
25,"Als Studenten der Hegelschen Philosophie hatten sie einen viel größeren Respekt vor der Realität, vor dem Geschichtlich gewordenen, als ihre sozialistischen Vorgänger, die vom Rationalismus der Aufklärung durchdrungen waren.",3,2,0,Metaphernkandidat,"['durchtränkten', 'durchtränkten', 'durchtränkt', nan, nan]","['vom Rationalismus der Aufklärungsperiode', 'sozialistischen Vorgänger', 'vom Rationalismus der Aufklärungsperiode', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Als Schüler der Hegelschen Philosophie hatten sie vor der Wirklichkeit, vor dem historisch Gewordenen, einen viel höheren Respekt als ihre vom Rationalismus der Aufklärungsperiode durchtränkten sozialistischen Vorgänger."
26,"Als vierten Antrieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen dazu treibt, den Ursachen von Phänomenen auf den Grund zu gehen und in die Werkstätten der Natur einzudringen.",5,0,0,Metapher,"['Werkstatt', 'Werkstatt', 'der Natur', 'Werkstatt', 'Werkstatt']","['der Natur', 'Der Natur', 'in die Werkstatt eindringen', 'der Natur', 'der Natur']","['B', 'A', 'P', 'K', 'GoldStandard']"," Als vierten Trieb möchten wir das Kausalitätsbedürfnis nennen, das den Menschen antreibt die Ursachen der Erscheinungen zu erforschen und ihn befähigt hat, in die Werkstatt der Natur einzudringen."
27,"Also zwei grobe Verzerrungen der Tradition, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der ultimative Anker des Naturrechts und der universellen Menschenrechte.",1,4,0,Metaphernkandidat,"[nan, 'letzte Rettungsanker', nan, nan, nan]","[nan, 'des Naturrechts und der allgemeinen Menschenrechte', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Also zwei grobe Entstellungen der Überlieferung, das sind die Grundlagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungs- lagen der päpstlichen Autorität, und diese Autorität ist der letzte Rettungsanker des Naturrechts und der allgemeinen Menschenrechte. anker des Naturrechts und der allgemeinen Menschenrechte."
28,"Angriffe auf den Staat schließlich werden von denen verübt, die das im modernen Staat kulminierende gesellschaftliche Leben für ein menschenverachtendes Kunstprodukt halten und andererseits eine Rückkehr zur Natur fordern, eine Idee, die bekanntlich hatte in Rousseau seinen glänzendsten Vertreter.",1,3,0,,"[nan, 'gipfelnde', nan, nan]","[nan, 'Gesellschaftsleben', nan, nan]","['B', 'A', 'P', 'K']"," Angriffe gegen den Staat sind schließlich auch von denjenigen erhoben worden, welche das im modernen Staat gipfelnde Gesellschaftsleben für ein der Menschheit verderbliches Kunstprodukt halten und demgegenüber die Rückkehr zur Natur fordern — ein Gedanke, der bekanntlich in Rousseau seinen glänzendsten Vertreter hatte."
29,In diesem Sinne nannte Treitschke die Unterschicht auch den Jungbrunnen der Gesellschaft.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch Treitschke nannte in diesem Sinn die unteren Klassen den Jungbrunnen der Gesellschaft.
30,"Auch für sie gilt, dass ihre Nachkommen dem Staat Belastungen aufbürden, die nicht oder nicht ausreichend im Gegenzug entschädigt werden, weil die Nachkommen entweder in jungen Jahren sterben und in den Kosten für Ernährung und Bildung ein Stück unfruchtbar angelegtes Volk mitnehmen Reichtümer mit ins Grab oder sind auch im hohen Alter wegen ihrer Gebrechlichkeit für den Staat meist nutzlos, sei es wirtschaftlich oder anderweitig durch Wehrdienst oder die Erzeugung gesunder Nachkommen.",3,2,0,Metaphernkandidat,"[nan, 'unfruchtbar angelegtes', 'unfruchtbar', 'unfruchtbar angelegtes Nationalvermögen', nan]","[nan, 'Nationalvermögen', 'ein Stück angelegtes Nationalvermögen', 'ein Stück', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch auf sie trifft zu, daß ihre Nachkommenschaft dem Staate Lasten auferlegt, die durch Gegenleistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nach- leistungen gar nicht oder nicht genügend ausgeglichen werden, da die Nachkommen entweder schon in jungen Jahren sterben und in den Kosten ihrer kommen entweder schon in jungen Jahren sterben und in den Kosten ihrer Verpflegung und Erziehung ein Stück unfruchtbar angelegtes Nationalvermögen mit in’s Grab nehmen oder, selbst wenn sie in’s reifere Alter gelangen, doch infolge ihrer Kränklichkeit dem Staate meist weder wirtschaftlich noch sonst (durch Militärdienst oder Erzeugung gesunder Nachkommen) von Nutzen sind."
31,"Auch der Gesetzgeber, der neue Wege gehen will, muss originell sein, d.h. H. klugerweise unhistorisch zu sein.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein."""
32,"Auch er ist ein Kenner des Römischen Reiches, und seine große dreibändige Dogmengeschichte ist nichts anderes als die Geschichte der allmählichen Verholzung oder Versteinerung christlicher Kirchen.",5,0,0,Metapher,"['Verholzung oder Versteinerung', 'Verholzung oder Versteinerung', 'Verholzung, Versteinerung', 'Verholzung oder Versteinerung', nan]","['der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirchen', 'der christlichen Kirche', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Auch er ist ein genauer Kenner gerade der römischen Kaiserzeit, und seine große dreibändige Dogmengeschichte ist nichts anderes als eine Geschichte der all- bändige Dogmengeschichte ist nichts anderes als eine Geschichte der allmählichen Verholzung oder Versteinerung der christlichen Kirchen. mählichen Verholzung oder Versteinerung der christlichen Kirchen."
33,"Auch überlegener Mut, der zweifellos größtenteils von angeborenen psychischen Qualitäten abhängt, wird eher Kameraden zugute kommen als denen, die angesichts der Wirkung moderner Schusswaffen besonders mutig sind, sich feindlichen Kugeln auszusetzen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. "
34,"Sie lässt auch die Frage nicht unbeantwortet, wie es überhaupt zu den Veränderungen der Keime kommen konnte und wie ihre Zahl ins Unendliche steigen musste.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte."
35,"Auch unter der praktisch nicht akzeptablen Annahme allgemein gleicher Einkommen und gleicher Rechte, z. So bleiben beispielsweise die sexuelle Liebe und das Bedürfnis nach Anerkennung unter den Lebenspartnern nach wie vor starke Anreize für die Ausübung gegebener Fähigkeiten.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.
